1|15|15|1660594543
2|21|17|1660594543
3|37|18|1660594543
4|49|19|1660594543
5|112|20|1660594543
6|129|23|1660594543
7|132|24|1660594543
8|142|25|1660594543
9|15|15.236353|1660594573
10|21|17.111385|1660594573
11|37|18.02921|1660594573
12|49|18.8407|1660594573
13|112|19.862417|1660594573
14|129|23.119441|1660594573
15|132|23.758206|1660594573
16|142|24.87108|1660594573
17|15|15.34126|1660594603
18|21|16.863412|1660594603
19|37|17.840231|1660594603
20|49|18.743979|1660594603
21|112|19.959146|1660594603
22|129|22.964116|1660594603
23|132|23.863389|1660594603
24|142|24.754134|1660594603
25|15|15.274215|1660594633
26|21|17.036744|1660594633
27|37|18.006149|1660594633
28|49|18.738396|1660594633
29|112|19.937603|1660594633
30|129|22.772283|1660594633
31|132|23.679439|1660594633
32|142|24.868708|1660594633
33|15|15.355279|1660594663
34|21|16.926949|1660594663
35|37|18.088513|1660594663
36|49|18.626362|1660594663
37|112|19.945599|1660594663
38|129|22.779131|1660594663
39|132|23.560758|1660594663
40|142|24.788445|1660594663
41|15|15.344944|1660594693
42|21|17.169573|1660594693
43|37|17.889634|1660594693
44|49|18.854744|1660594693
45|112|19.833389|1660594693
46|129|22.90014|1660594693
47|132|23.491263|1660594693
48|142|24.728637|1660594693
49|15|15.325063|1660594723
50|21|17.022346|1660594723
51|37|17.804221|1660594723
52|49|19.043183|1660594723
53|112|20.070119|1660594723
54|129|22.794784|1660594723
55|132|23.30481|1660594723
56|142|24.781091|1660594723
57|15|15.557038|1660594753
58|21|16.78287|1660594753
59|37|17.750359|1660594753
60|49|18.87875|1660594753
61|112|20.0798|1660594753
62|129|22.830081|1660594753
63|132|23.168942|1660594753
64|142|24.587326|1660594753
65|15|15.536332|1660594783
66|21|17.003378|1660594783
67|37|17.549565|1660594783
68|49|19.057775|1660594783
69|112|20.318361|1660594783
70|129|22.831796|1660594783
71|132|23.244615|1660594783
72|142|24.464398|1660594783
73|15|15.515589|1660594813
74|21|17.015135|1660594813
75|37|17.342017|1660594813
76|49|19.283788|1660594813
77|112|20.079033|1660594813
78|129|23.004911|1660594813
79|132|23.093592|1660594813
80|142|24.447077|1660594813
81|15|15.535165|1660594843
82|21|17.134339|1660594843
83|37|17.494249|1660594843
84|49|19.280284|1660594843
85|112|20.181516|1660594843
86|129|22.914846|1660594843
87|132|23.070554|1660594843
88|142|24.601488|1660594843
89|15|15.682971|1660594873
90|21|16.929539|1660594873
91|37|17.310679|1660594873
92|49|19.113901|1660594873
93|112|20.324092|1660594873
94|129|22.837594|1660594873
95|132|23.186797|1660594873
96|142|24.814238|1660594873
97|15|15.60817|1660594903
